,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,is_organic
11980,CNC1CC([C@@H]([C@H](C1O)O[C@H]2[C@@H]([C@@H]3C(C(O2)CO)OC4(O3)C(C(C(C(O4)C(CO)N)O)O)O)O)O)N,Inactive,0,True
11985,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O.Cl,Active,42,True
11996,C1CCN2[C@H](C1)[C@]34C[C@H]2C=CC3=CC(=O)O4,Inactive,0,True
12012,C/C=C/C=C/C=O,Inactive,0,True
12019,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,Active,41,True
12021,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,Active,42,True
12052,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,Active,42,True
12067,CC(CCC(=O)O)C1CCC2[C@@]1(C(CC3C2C(C[C@H]4[C@]3(CCC(C4)O)C)O)O)C,Inactive,0,True
12074,CN1CCC2=CC3=C(C=C2C1C4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3,Active,87,True
12075,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O.C(C(C(=O)O)O)(C(=O)O)O,Active,43,True
12083,CC(=O)NO,Inactive,0,True
12084,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Inactive,0,True
12095,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.Cl,Inactive,0,True
12096,CC1(C2CCC(O1)(CC2)C)C,Inactive,0,True
12099,C[C@]12CCC3C(=CC(=O)C4[C@@]3(CCC5[C@]4(CCC(C5(C)C)O[C@@H]6C(C([C@@H](C(O6)C(=O)O)O[C@@H]7C(C(C([C@@H](O7)C(=O)O)O)O)O)O)O)C)C)[C@@H]1C[C@@](CC2)(C)C(=O)O,Inactive,0,True
12106,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,Inactive,0,True
12113,CC(=O)OCC[N+](C)(C)C.[Cl-],Inactive,0,True
12117,CC(CCC(=O)O)C1CCC2[C@@]1(C(=O)CC3C2C(=O)C[C@H]4[C@]3(CCC(=O)C4)C)C,Inactive,0,True
12126,CCCCC/C=C/C=C/C=O,Inactive,0,True
12127,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,Inactive,0,True
12135,CCN(C1=CC=CC=C1C)C(=O)/C=C/C,Inactive,0,True
12142,CCCCC(CC)COC(=O)COC1=C(C=C(C=C1)Cl)Cl,Inactive,0,True
12149,CC(C)C[C@H]1C(=O)N2CCCC2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN(C5CC6=CNC7=CC=CC(=C67)C5=C4)C)O,Active,87,True
12153,CC(=O)OC1CC2[C@](C3[C@@]1(C45C(O4)C(=O)OC([C@@]5(CC3)C)C6=COC=C6)C)(C(CC(C2(C)C)O)OC(=O)C)C,Active,85,True
12156,CNC.C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,Inactive,0,True
12157,C1C(C(C(C(N1CCO)CO)O)O)O,Inactive,0,True
12170,CC([C@@H](C1=CC=CC=C1)O)N(C)C,Inactive,0,True
12184,CC([C@@H](C1=CC=CC=C1)O)N,Inactive,0,True
12195,CC(C)[C@]1(C(=O)N2[C@H](C(=O)N3CCCC3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C,Active,87,True
12196,C1C2C(C([C@H](C(O1)O2)O)O)O,Inactive,0,True
12212,CN1C(=O)C2=C(NC1=O)N=CN2,Inactive,0,True
12213,CC(C)C1C(=O)N2CCCC2[C@]3(N1C(=O)[C@@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O,Active,88,True
12223,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,Active,41,True
12225,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,Inactive,0,True
12233,C1=CC(=CN=C1)C(=O)NCO,Inactive,0,True
12248,C[C@]12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C.OS(=O)(=O)O,Inactive,0,True
12253,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O,Inactive,0,True
12266,C[C@@]12CCC(=O)CC1CCC3=C2C=CC=C3OC,Active,41,True
12270,CC(=C)[C@@H]1[C@@H]2[C@@H]3[C@@]4([C@](C1C(=O)O2)(C[C@@H]5[C@]4(O5)C(=O)O3)O)C,Active,41,True
12273,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,Inactive,0,True
12280,CC1=C(C(=CC=C1)C)N,Inactive,0,True
12284,C[C@@]12CCC(=O)C[C@H]1CCC3=C2C=C(C=C3)OC,Active,64,True
12295,CC1=C(C(=CC=C1)C)O,Inactive,0,True
12301,CC1CC(C2(C(C3C(O2)CC4[C@]3(C(=O)C=C5C4CC[C@@H]6[C@]5(CCC(C6)OC(=O)C)C)C)C)OC1)Br,Inactive,0,True
12304,CCCCCCC1=C(C=C(C=C1)O)O.C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N,Active,44,True
12305,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCCCC2=O,Inactive,0,True
12313,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,Inactive,0,True
12315,CC(=O)OC12C3C(CC(C3OC(=O)C4=CC=CC=C4)(C(C1O)OC)O)[C@@]56[C@H](CC([C@@]7(C5C(C2C6N(C7)C=O)OC)COC)O)OC,Inactive,0,True
12325,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,Inactive,0,True
12338,CC1=C(C(=CC=C1)C(=O)O)O,Inactive,0,True
12345,CC1=CC(=C(C=C1)C)N,Inactive,0,True
12350,CCOC(=O)C1=C(C(=C(C=C1C)O)C)O,Inactive,0,True
12361,C1=CC(=C(C(=C1)Cl)C=O)Cl,Inactive,0,True
12362,C1CN(/C(=N/[N+](=O)[O-])/N1)CC2=CC=C(C=C2)Cl,Inactive,0,True
12368,CC(=C)C1CC2=C(O1)C=CC3=C2OC4=C(C3=O)C5=CC(=C(C=C5OC4)OC)OC,Inactive,0,True
12377,CC1CC(CCC1C(=O)OC(C)(C)C)Cl,Inactive,0,True
12382,CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl,Inactive,0,True
12384,CC1=CC(=C(C=C1)C)O,Inactive,0,True
12395,COC(=O)OC1=CC=CC=C1C(=O)O,Inactive,0,True
12400,CC(C)(CCC(C)(C)O)O,Inactive,0,True
12401,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,Inactive,0,True
12408,C[C@]12CCC3C(=CC(=O)C4[C@@]3(CC(C(C4)O)O)C)[C@]1(CCC2[C@@](C)(C(CCC(C)(C)O)O)O)O,Inactive,0,True
12409,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O,Inactive,0,True
12426,C1=CC=C(C=C1)/C=C/C=C/C(=O)O,Inactive,0,True
12430,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,Active,40,True
12438,CC(=CC1C(C1(C)C)C(=O)O)C,Inactive,0,True
12447,C[C@H]1C(=O)O[C@H]2CCN3C2C(=CC3)COC(=O)[C@]([C@@]1(C)O)(C)O,Inactive,0,True
12453,CC1=CC(=C(C=C1)N)C,Inactive,0,True
12463,CCC\1CCC2C([C@@H](C([C@]3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)/C=C/C(C(C(C(=O)C(C(C(C(=O)[C@](C(C(C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C,Active,43,True
12471,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,Inactive,0,True
12483,CC(CC(C)O)O,Inactive,0,True
12491,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)O)C)C,Inactive,0,True
12493,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,Inactive,0,True
12497,CN(CCC(CC(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=NC2=O)N)N)C(=N)N.Cl,Active,68,True
12498,CC1=C(C=C(C=C1)N=C=O)N=C=O,Active,41,True
12502,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H](C([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,Active,41,True
12512,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=CC(=C2)O)O,Inactive,0,True
12513,CCCC(=O)C1=CC(=C(C=C1O)O)O,Inactive,0,True
12522,CC(=O)C1=CC=CC=N1,Inactive,0,True
12526,C1=CC=C(C(=C1)C(=O)/C=C/C2=CC=C(C=C2)O)O,Active,86,True
12534,CC(=O)C1=NC=CS1,Inactive,0,True
12543,CCCCCCCCCCCCCCCC(=O)NCCC1=CC(=C(C=C1)O)O,Inactive,0,True
12548,CC1(CCCC(N1C)(C)C)C.C(C(C(=O)O)O)(C(=O)O)O,Inactive,0,True
12555,CCC(=O)OCC(=O)C1(C(CC2[C@@]1(CC(C3C2C(CC4=CC(=O)C=C[C@@]34C)Cl)O)C)C)OC(=O)CC,Inactive,0,True
12561,CCC1=CC(=C(C=C1OCCCCCC(C)(C)C2=NNN=N2)O)C(=O)C,Active,42,True
12581,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)/C(=C\C)/NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,Inactive,0,True
12585,CCCCCCCCCCCCCCCCCC(=O)NCCC1=CC(=C(C=C1)O)O,Inactive,0,True
12597,CCCCCCCCCCCCCCCC(=O)OC(CO)CO,Inactive,0,True
12603,CC1=C2C(=CC=C1)SC(=N2)N,Inactive,0,True
12610,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F.CNCC(C(C(C(CO)O)O)O)O,Inactive,0,True
12623,CC1=CC(=C(C=C1)O)N,Inactive,0,True
12631,C1CN(CC=C1C2=CC=CC=C2)CCCCC3=CNC4=C3C=C(C=C4)C(=O)O.Cl,Inactive,0,True
12639,CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C,Inactive,0,True
12644,C1CN(CCC1CC2=CC=C(C=C2)F)CC(C3=CC=C(C=C3)Cl)O,Inactive,0,True
12647,C1=C(N=C(S1)N)CC(=O)O,Inactive,0,True
12656,CC(C)C1=CC=CC=C1S(=O)(=O)C2=C(C3=C(C(=C2)N)N=CC=C3)[N+](=O)[O-],Active,86,True
12657,CC1=CC2=C(C=C1C)SC(=N2)N,Active,42,True
12668,CN1C2=C(CCNCC2)C3=CC=CC=C31.Cl,Inactive,0,True
12674,C/C=C(\C)/C(=O)OC1CC([C@]2(COC3C2[C@@]14CO[C@@](C4[C@](C3O)(C)C56C7CC([C@@]5(O6)C)[C@@]8(C=COC8O7)O)(C(=O)OC)O)C(=O)OC)OC(=O)C,Active,41,True
12681,CC(=O)OCC(=O)C1CCC2[C@@]1(CCC3C2CC=C4[C@]3(CCC(C4)O)C)C,Inactive,0,True
12682,CC1=C(SC(=C1)C(=O)O)C(C(=O)O)N,Inactive,0,True
12688,CC(=O)OC1=C2C(=C(C=C1)Cl)C=CC=N2,Inactive,0,True
12695,CCCCCCNC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)CCNC[C@@H](COC3=CC=C(C=C3)O)O,Active,42,True
12697,CCC1[C@H](/C=C(\C=C\C(=O)C(CC([C@@H](C([C@H](CC(=O)O1)O)C)O[C@H]2C(C(C(C(O2)C)O)N(C)C)O)CCN3CC(CC(C3)C)C)C)/C)COC4C(C(C(C(O4)C)O)OC)OC,Inactive,0,True
12715,CS(=O)(=O)CCNCC1=NC(=CS1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.Cl.Cl,Active,64,True
12758,CCOC(=O)NC[C@H](CC1=CC=C(C=C1)OCCC2=C(OC(=N2)C3=CC=CC=C3)C)N/C(=C\C(=O)C4=CC=C(C=C4)C(F)(F)F)/C,Active,87,True
12769,C1=CC=C(C=C1)CCN2C3=C(C=N2)C4=NC(=NN4C(=N3)N)C5=CC=CO5,Active,40,True
12777,COC1=C2C(=C(C(=C1)CC=C)OC)OCO2,Active,43,True
12785,CCOC(=O)N,Inactive,0,True
12786,CC(C)Br,Inactive,0,True
12792,COC1=CC2=C(C=C1)C(=O)C(CO2)CC3=CC(=C(C=C3)O)OC,Active,86,True
12797,CN(C)C1=NC(=C(N=C1Cl)C(=O)NC2=CN=CC=C2)N.Cl,Inactive,0,True
12809,CCCCCCCCCCC(C)(C)C(=O)NC1=C(C=C(C=C1OC)OC)OC,Active,43,True
12813,CCC(C)C1C(C=C[C@@]2(O1)CC3CC(O2)C/C=C(/[C@@H]([C@H](/C=C/C=C/4\COC5[C@]4([C@H](C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)O[C@H]7CC([C@H](C(O7)C)O)OC)OC)\C)C,Inactive,0,True
12821,C1CC1CN2CCC34C5C(=O)CC[C@@]3(C2CC6=C4C(=C(C=C6)O)O5)O,Inactive,0,True
12823,C1[C@H]2[C@@H]([C@H](N1)C(=O)O)ONC2=O,Inactive,0,True
12824,CC(C)([N+](=O)[O-])Cl,Inactive,0,True
12827,CCCCOCCO,Inactive,0,True
12833,C1[C@@H]2[C@H]([C@@H](N1)C(=O)O)C(=O)NO2,Inactive,0,True
12846,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,Inactive,0,True
12850,C1=CC=C(C(=C1)C=O)Cl,Inactive,0,True
12851,CNC(CC1=CNC2=CC=CC=C21)C(=O)O,Inactive,0,True
12856,CCCCCCCCC/C=C/CC1CC(=O)OC1=O,Inactive,0,True
12857,COC.C1=CC(=O)OC2=CC(=C(C=C21)O[C@@H]3C(C(C(C(O3)CO)O)O)O)O,Inactive,0,True
12858,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)C,Inactive,0,True
12865,CCC1[C@@](C([C@H](/C(=N/OCOCCOC)/C(C[C@@]([C@@H](C([C@@H](C(C(=O)O1)C)O[C@H]2C[C@@](C(C(O2)C)O)(C)OC)C)O[C@H]3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Inactive,0,True
12869,C1CC=CC(=O)C1,Inactive,0,True
12871,COC1=CC(=C(C(=C1)OC)C(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,Active,43,True
12882,CCCC(C(CC)CO)O,Inactive,0,True
12883,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,Active,40,True
12887,CCCC(=O)O[C@@]1(CCC2[C@]1(CC(C3C2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,Inactive,0,True
12895,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O,Active,42,True
12897,CCOCCO,Inactive,0,True
12900,CCCN1CC(C[C@@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC.CS(=O)(=O)O,Active,42,True
12909,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C.Cl,Active,85,True
12919,CCCCC(CC)COC(=O)C=C,Inactive,0,True
12925,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O.Cl,Active,41,True
12930,CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C,Inactive,0,True
12931,CC(C)(CC1=CC=CC=C1)NC.OS(=O)(=O)O,Inactive,0,True
12934,CCCCC(CC)COCC1CO1,Inactive,0,True
12948,CCCCC(CC)C=O,Inactive,0,True
12949,CCN(CC)CCCCC1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,Inactive,0,True
12960,CC(C(C1=CC(=CC=C1)O)O)N.C(C(C(=O)O)O)(C(=O)O)O,Inactive,0,True
12962,CCCCC(CC)C(=O)O,Inactive,0,True
12964,C1[C@H](O[C@H]([C@H]1O)N2C=NC3=C(N=CN=C32)N)CO,Inactive,0,True
12965,CC(=O)C1=C(C=C(C=C1)OC)O,Active,86,True
12973,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Inactive,0,True
12978,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,Inactive,0,True
12979,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F,Inactive,0,True
12988,CC1=C(C=CC(=C1)C(C)(C)CC(C)(C)C)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-],Inactive,0,True
12998,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,Inactive,0,True
13002,COC1=CC23CCCN2CCC4=CC5=C(C=C4C3C1O)OCO5,Active,40,True
13003,CC(C)OC1=CC=CC=C1OC(=O)NC,Inactive,0,True
13009,CN1CCC2=CC(=C(C=C2[C@@H]3[C@@H]1CCC4=CC=CC=C34)O)Cl.Br,Inactive,0,True
13011,CC1=C2C(C(=O)[C@@]3(C(CC4[C@@](C3[C@H]([C@@](C2(C)C)(CC1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)OC(=O)C,Inactive,0,True
13012,CCCCC(CC)CN,Inactive,0,True
13017,C1C2C(C(C1Cl)Cl)C3(C(C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,Active,42,True
13025,C1=CC=C(C=C1)CCI,Inactive,0,True
13040,CC(CCC(=O)O)C1CCC2[C@@]1(C=CC3C2CC[C@@H]4[C@]3(CCC(C4)O)C)C,Inactive,0,True
13048,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,Active,42,True
13063,CC(C)(C(=O)O)O,Inactive,0,True
13065,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,Active,64,True
13079,CCOC(C)(C)C,Inactive,0,True
13080,COC1=CC2=C(C(=C1)OC)C(=C(C(=O)O2)C3=CC4=C(C=C3)OCO4)OC,Active,87,True
13091,CC1=C(C=CC=C1[N+](=O)[O-])N,Inactive,0,True
13092,C1OC2=C(O1)C=C(C=C2)C(=O)O,Inactive,0,True
13093,C[C@@]1([C@@H](O[C@@H](C1O)CO)N2C=NC3=C(N=C(N=C32)Cl)NC4CCCC4)O,Inactive,0,True
13098,CC1(C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(Cl)Cl)C,Active,43,True
13104,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC.Cl,Inactive,0,True
13105,CCCC(C)CO,Inactive,0,True
13106,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=CC(=C3C)OC)C(=O)O)C(O)O)O,Inactive,0,True
13119,COC1=C(C=C2CC3=CC(=C(C=C3CC4=CC(=C(C=C4CC2=C1)OC)OC)OC)OC)OC,Active,42,True
13121,C/C=C(/C)\C#N,Inactive,0,True
13123,CCCCCCC(C)OC(=O)COC1=C(C=C(C=C1)Cl)Cl,Inactive,0,True
13124,CC1C(C([C@H](C(O1)OCC2C(C(C([C@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,Inactive,0,True
13126,CC1=CC=CC=C1C(=O)N,Inactive,0,True
13128,CN1C(=O)C(NC1=S)CC2=CNC3=CC=CC=C32,Active,44,True
13132,CC1C(C(C([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,Inactive,0,True
13137,CC1=C(C(=CC=C1)[N+](=O)[O-])C(=O)O,Inactive,0,True
13138,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N.Cl,Active,87,True
13145,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)/C(=N/OC(C)(C)C(=O)O)/C2=CSC(=N2)N,Inactive,0,True
13149,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O,Inactive,0,True
13150,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C#C)O)C,Inactive,0,True
13152,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,Inactive,0,True
13153,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2(CC4=CC(=NC=C4)F)CC5=CC(=NC=C5)F,Active,41,True
13163,CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C,Inactive,0,True
13166,CC1=C(C=CC=C1[N+](=O)[O-])C(=O)O,Inactive,0,True
13177,CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2C)OC)OC)C.Cl,Active,41,True
13180,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl.Cl,Active,87,True
13184,CC(=O)C1CCC2[C@@]1(CC(C3C2CCC4=CC(=O)CC[C@@]34C)OC(=O)C)C,Active,43,True
13190,COC1CCC(CC1)C(=O)C2=CC3=CC4=C(N=C3C=C2)OCCC4,Inactive,0,True
13192,CCCCN(CCCC)CCO,Inactive,0,True
13196,COC(=O)COC1=C(C=C(C=C1)Cl)Cl,Inactive,0,True
13203,CC1CCCO1,Inactive,0,True
13210,C1[C@H](ON=C1Cl)[C@H](C(=O)O)N,Inactive,0,True
13216,CC(C)C#N,Inactive,0,True
13220,CC(=O)O.C1=CC(=CC=C1CC(C(=O)NC(CCCN=C(N)N)C(=O)O)N)O,Inactive,0,True
13221,COC(=O)CCCOC1=C(C=C(C=C1)Cl)Cl,Inactive,0,True
13229,C1CN2CCC1[C@H](C2)NC(=O)C3=CC=C(C=C3)Cl,Inactive,0,True
13230,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,Inactive,0,True
13239,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,Inactive,0,True
13242,CC/C=C/C#N,Inactive,0,True
13247,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31.Cl,Inactive,0,True
13254,CC(C)(C/C=C/C(=O)N(C)[C@H](CC1=CC2=CC=CC=C2C=C1)C(=O)N(C)[C@H](CC3=CC=CC=C3)C(=O)NC)N,Active,43,True
13255,CCCCCCCCN1C(=O)C=CS1,Active,42,True
13258,CC(C)CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)N1)CCCN)C(C)C)CC4=CC=CC=C4)CC(C)C)CCCN)C(C)C)CC5=CC=CC=C5,Inactive,0,True
13266,C/C(=N/OC(=O)NC)/SC,Inactive,0,True
13268,C(CO)[N+](=O)[O-],Inactive,0,True
13269,C1=CC(=C[N+](=C1)[C@H]2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,Inactive,0,True
13271,CC(CC1=CC(=CC=C1)O)CNCCC2=CC(=C(C=C2)O)O.Cl,Inactive,0,True
13282,CSCCC=O,Inactive,0,True
13283,CCCOC1=C(C=C(C=C1)Br)C2=C(NC(=C2)C3=CC=C(C=C3)Cl)C4=CC=NC=C4,Active,87,True
13284,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O,Active,42,True
13291,CC(C)N(C1=CC=CC=C1)C(=O)CCl,Inactive,0,True
13295,CCC1=CN(C(=O)NC1=O)C2C(C(CO2)O)CO,Inactive,0,True
13296,COC1=C(C=C(C=C1)S(=O)(=O)N2[C@H]([C@](C3=C2C=CC(=C3)Cl)(C4=CC=CC=C4Cl)O)C(=O)N5CCC[C@H]5C(=O)N)OC,Active,85,True
13298,CC(C)C1=C(C(=C2C(=C1)CCC3[C@]2(CCCC3(C)C)C(=O)O)O)O,Active,66,True
13308,C=CC1=CC=CC=N1,Inactive,0,True
13310,CC(C)(C)C1=CC=C(C=C1)/C=C/C(=O)NC2=CC3=C(C=C2)OCCO3,Inactive,0,True
13316,CC(CCCC(C)(C)O)N.Cl,Inactive,0,True
13319,C1C([C@H]([C@@H](C(C1N)O[C@@H]2C(C(C(C(O2)CO)O)O)N)OC3C([C@@H]([C@H](O3)CO)O[C@H]4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,Inactive,0,True
13323,CC(C)(C)C1=CC=CC=C1O,Inactive,0,True
13325,C1=CN=CC=C1CC2=CN=CN2.Br.Br,Active,45,True
13341,COC1=C(C=C(C=C1)/C=C/C(=O)C2=CC=CS2)OC,Active,85,True
13346,CN1CCN(CC1)C(=O)C2=NC3=C(N2)C=C(C=C3)Cl.C(=C\C(=O)O)\C(=O)O,Inactive,0,True
13348,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,Active,42,True
13355,COC1=CC(=C(C=C1)/C=C/C(=O)C2=CC=CS2)OC,Active,62,True
13356,CC(C1CCC2[C@@]1(CCC3C2CC=C4[C@]3(CCC(C4)O)C)C)C(=O)O,Inactive,0,True
13360,C[C@H]1[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)N(C)C)C)CN1C,Inactive,0,True
13367,C1OC2=C(O1)C=C(C=C2)/C=C/C(=O)C3=CC=CS3,Active,87,True
13368,CC(=O)OC1CC2=CC3=C(C=C2OC1(C)C)OC=C(C3=O)C4=C(C5=C(C=C4)OC(C=C5)(C)C)OC,Inactive,0,True
13369,COC1=C(C=CC(=C1C(=O)O)Cl)Cl,Inactive,0,True
13374,CC(=O)[C@@]1(CCC2[C@]1(CCC3C2C=C(C4=CC(=O)C5CC5[C@@]34C)Cl)C)O,Inactive,0,True
13375,C[C@H]1[C@H]2CC[C@@H]3[C@@]2(CCC4C3CC=C5[C@@]4(CC[C@@H](C5)N(C)C)C)CN1C,Inactive,0,True
13378,C(CSSCCC(=O)O)C(=O)O,Inactive,0,True
13382,C1=CSC(=C1)C(=O)/C=C/C2=CC=C(C=C2)O,Active,86,True
