,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,is_organic
47317,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC=C4)CCC#N,Active,4,True
47318,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)C4=CC=NC=C4)CC2,Active,4,True
47319,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)OC,Active,4,True
47320,CC1C2=CC(NCC2=C(C1=O)C3=CC=CC=C3)(C)C(=O)OC,Active,4,True
47321,COC1=CC=CC(=C1)CNC2=NN3C(=NC(=C3OC)C4=CC=C(C=C4)N)C=C2,Active,4,True
47322,CCC(C)(C)N=C(NC#N)NC1=CN=CC=C1,Active,4,True
47323,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)OCC4=CC=CC=C4,Active,34,True
47324,C1CC2(CCN(CC2)C(=O)C3=CC(=CC=C3)F)CN(C1)C4=CC=C(C=C4)C5=CC=CC=C5,Active,4,True
47325,CCN1CCC[C@@H]1CNC(=O)C2=C(C=CC(=C2O)I)OC,Active,4,True
47326,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC(=CC(=C3)F)F)C4CC4,Active,4,True
47327,C1C[C@@]2(CCN(C2)CC3=CC=C(C=C3)C#N)CN(C1)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,Active,4,True
47328,COC1=CC(=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC(=CC=C4)NS(=O)(=O)C)OC,Active,4,True
47329,C1[C@H](N[C@@H]1C(=O)O)C(=O)O,Active,4,True
47330,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)Cl)CCC#N,Active,4,True
47331,COCCN1C2=NC(=NC=C2N=C(C1=O)CCC3=CC=CC=C3)OC4=CC=C(C=C4)OC,Active,4,True
47332,CC[C@@H](CO)NC(=O)[C@@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,Active,4,True
47333,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC=C3)NC4=CC(=CC=C4)OC,Active,35,True
47334,COC1=CC=CC(=C1)CN2C(=O)C=NC3=CN=CN=C32,Active,4,True
47335,CC1=C(C(=C(C=C1)CNC(=O)[C@H](C)[C@@H]2C[C@@]2(C)[C@H](C3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4)F)F,Active,4,True
47337,COC(=O)N1CCC[C@]2(C1)CCN(C2)C3=CC=CC=C3,Active,4,True
47338,C1=CC(=CC(=C1)Cl)OC2=NC=C3C(=N2)N(C(=O)C=N3)CC4=CC=C(C=C4)F,Active,4,True
47339,C[C@H](CC1=CC=CC=C1)N(C)CC#C,Active,4,True
47340,CC1=CC=CC=C1C2=CN=CN=C2N(C)CC3=CC=CO3,Active,4,True
47342,C1=CC=C(C(=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC(=C(C=C4)F)F)Cl,Active,33,True
47343,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C)C3=CC=C(C=C3)OC,Active,4,True
47344,C[C@@H]1C(=O)NC2=NC3=C(CN12)C(=CC=C3)Cl,Active,4,True
47345,CC1=NC2=CN=C(N=C2N(C1=O)C)NC3=CC(=CC=C3)OC,Active,40,True
47346,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)OC)C[C@H]4CCCO4,Active,38,True
47347,COC1=CC=CC=C1CNC2=NC=NC(=C2)C3=CC=CC=C3C(F)(F)F,Active,4,True
47348,C1=CC=C(C=C1)CCCNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,Active,4,True
47349,CC1=NC2=CN=CN=C2N(C1=O)C3CC3,Active,4,True
47350,CN(CC1=CC=CO1)C2=NC=NC=C2C3=CC=CC=C3OC,Active,4,True
47351,C1[C@@H]([C@H]1C(=O)NC2=CC3=CC=CC=C3C=C2)[C@@H](C4=CC=CC=C4)NP(=O)(C5=CC=CC=C5)C6=CC=CC=C6,Active,4,True
47352,CN1C=C(C2=CC=CC=C21)C(=O)OCC3CCN(CC3)CCNS(=O)(=O)C,Active,4,True
47353,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)CCC5=CC=CC=C5,Active,4,True
47354,CC1C2=CC(NCC2=C(C1=O)C3=CC=CC=C3)(CC4=CC=CC=C4)C(=O)OC,Active,4,True
47356,COC1=NC=C2C(=N1)N(C(=O)C=N2)C[C@H]3CCCO3,Active,4,True
47357,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC=C3)NC4=CC=CC=C4,Active,4,True
47358,CN(C)C(=O)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3NC4=CC=C(C=C4)F,Active,4,True
47359,CC[N+](CC)(CC)COC1=CC=C(C=C1)/C=C\C2=CC=CC=C2,Active,4,True
47360,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3,Active,4,True
47361,CC1(CC2=C([C@H](NC3=CC=CC=C3N2)C4=C(C=CC(=C4Br)OC)OC)C(=O)C1)C,Active,4,True
47363,CCC/C=C(\CCC)/C(C1=CC=C(C=C1)C(=O)OC)NC(=O)OCC(C)C,Active,4,True
47364,C1CCN(C1)C(=S)[S-],Active,4,True
47365,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC(=C3)C#N)OC4=CC=CC=C4,Active,38,True
47366,CC1=NC2=CN=C(N=C2N(C1=O)CCC#N)OC3=CC(=CC=C3)Cl,Active,4,True
47367,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC(=N2)COC,Active,4,True
47368,CN1[C@@H](CCC[C@H]1CC(=O)C2=CC=CC=C2)C[C@@H](C3=CC=CC=C3)O,Active,4,True
47369,CC1=CN=C(C=N1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C#N,Active,36,True
47370,C1CC2(CCN(CC2)C(=O)C3=CC=CO3)CN(C1)C4=CC=CC(=C4)C5=CC=CC=C5,Active,4,True
47371,CC1=CC(=CC=C1)CNC2=NC=NC(=C2)C3=CC=CC=C3CN(C)C,Active,4,True
47372,CC1=CC(=CC=C1)CNC2=NC=NC=C2C3=CC=CC=C3CN(C)C,Active,4,True
47373,CC1=CC(=CC=C1)CNC2=NC(=NC=C2)C3=CC=C(C=C3)C(=O)N(C)C,Active,4,True
47375,C[C@@H](C1=CC(=C(C=C1)Cl)Cl)NC[C@@H](CP(=O)(CC2CCCCC2)O)O,Active,4,True
47376,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)C(=O)NC4=CC(=CC=C4)F,Active,4,True
47377,COC1=CC=C(C=C1)C[C@@]2([C@@H]3[C@@H](CC4=C3C=C(N4CC5=NC6=CC=CC=C6N5)C(=O)N7CCCC7)CN2C(=O)C8=CC=CC=C8)C(=O)OC,Active,4,True
47378,CCC#CCOCC(=O)NC1=CC=CC=C1,Active,4,True
47379,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)CC4=CC=CS4,Active,39,True
47380,CC(C)CN1CC[C@]2(C1)CCCN(C2)S(=O)(=O)C3=CC=CC=C3,Active,4,True
47381,C1=CC=C(C=C1)CNC2=NC=NC(=C2)C3=COC=C3,Active,4,True
47382,CCCCCC1=C2CNC(C=C2C(C1=O)C)(CCC)C(=O)OC,Active,4,True
47383,CN(C)CCC1=CNC2=C1C=C(C=C2)OC,Active,4,True
47385,C1CN(CCC12CN(C2)C3=CC=CC(=C3)C4=CC=CC=C4)C(=O)C5=CSN=N5,Active,4,True
47386,C1CN(CCC12CCN(CC2)S(=O)(=O)C3=CC=CC=C3)C4=CC=CC=C4,Active,4,True
47387,C[C@H]([C@H]1C[C@]1(C)[C@@H](C2=CC=CC=C2)NC(=O)C)C(=O)NC3=CC4=CC=CC=C4C=C3,Active,4,True
47388,C1C[C@@]2(CCN(C2)C3=CC=CC=N3)CN(C1)C(=O)C4=CC=CO4,Active,4,True
47389,CC1=NC2=CN=C(N=C2N(C1=O)CCC3=CC=CC=C3)NC4=CC(=CC=C4)OC,Active,4,True
47390,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)CC4=CC(=CC=C4)OC,Active,4,True
47391,CC1(CCCCC1)COC2=CC=C(C=C2)C[C@@H]3C(=O)NC(=O)S3,Active,4,True
47392,CN(C)C(=O)C1=CC=C(C=C1)C2=CC(=NC=N2)NCCC3=CNC4=C3C=C(C=C4)OC,Active,4,True
47393,CC(=CCC/C(=C/CC/C(=C/CSC1=CC=CC=C1C(=O)O)/C)/C)C,Active,4,True
47394,CC1=C(C(NC(=O)N1CCCCCC(=O)O)C2=CC=C(C=C2)Cl)C(=O)OCC3=CC=CC=C3,Active,4,True
47395,CCCCCCCCCCC/C=C\C(C)(C)/C=C\CCCC(=O)O,Active,4,True
47396,CN1C=CC=C1C(=O)N2CCC[C@]3(C2)CCN(C3)C(C4=CC=CC=C4)C5=CC=CC=C5,Active,4,True
47397,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O,Active,4,True
47398,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C\C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,Active,4,True
47399,C1CC1N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC(=C4)C#N)N5CCOCC5,Active,36,True
47400,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC(=C4)C#N)N5CCNCC5,Active,4,True
47401,COC1=CC=C(C=C1)C(=O)N2CCC[C@]3(C2)CCN(C3)C4=CC=CC=N4,Active,4,True
47402,COCC(=O)N1CCC2(CCCN(C2)C3=CC=CC(=C3)C4=CC=CC=C4)CC1,Active,4,True
47403,C1CCN(C1)CCOC(=O)CC2=CC(=C(C=C2)Cl)Cl,Active,4,True
47404,C1C[C@@]2(CCN(C2)CC3=CC=NC=C3)CN(C1)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,Active,4,True
47406,CC1=NC2=CN=C(N=C2N(C1=O)C3=CC=C(C=C3)OC)NC4=CC(=CC=C4)OC,Active,4,True
47407,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)CC5=CC=CS5,Active,4,True
47408,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)CC4=CC=NC=C4,Active,4,True
47409,CC1=CC(=NO1)C(=O)N[C@H]([C@@H]2C[C@H]2C(=O)OC)C3=CC=CC=C3,Active,4,True
47410,C1CN(CCC12CN(C2)CC3=CC=NC=C3)C(=O)C4=NC=CN=C4,Active,4,True
47412,C1CN(CC=C1C2=CC=CC=C2)CCCCC3=CNC4=C3C=C(C=C4)O,Active,4,True
47413,CN1CCC2=CC=CC=C2CC3=C(CC1)C4=CC=CC=C4N3,Active,4,True
47414,C1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)CC5=CC=CS5,Active,37,True
47415,CC(=O)N1CCC2(CCN(CC2)C3=CC=C(C=C3)C4=CC=CC=C4)CC1,Active,4,True
47416,CN(C)C(=O)C1=CC=C(C=C1)C2=NC=CC(=N2)NCC3=CN=CC=C3,Active,4,True
47417,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC(=CC=C3)OC)NC4=CC(=CC=C4)OC,Active,4,True
47418,CC1=CC=C(O1)CNC(=O)[C@H](C)[C@@H]2C[C@@]2(C)[C@H](C3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4,Active,4,True
47419,CC1=C(C(NC(=O)N1CCCCCC(=O)O)C2=CC=CC=C2)C(=O)OCC3=CC=CC=C3,Active,4,True
47420,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CCC#N)OC4=CC=C(C=C4)OC,Active,34,True
47421,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C=N3)CC4=CC=C(C=C4)F,Active,4,True
47422,C1CC2(CCN(CC2)C(=O)C3=CSN=N3)CN(C1)C4=CC=CC(=C4)C5=CC=CC=C5,Active,4,True
47423,C1=CC(=CC=C1CCSC(=N)N)OCC2=CC=C(C=C2)[N+](=O)[O-],Active,4,True
47425,COC1=CC=C(C=C1)C(=O)N2CCC3(CCCN(C3)C(=O)NC4=CC(=CC=C4)F)CC2,Active,4,True
47426,CC1=CN=C(C=N1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C(F)(F)F,Active,4,True
47428,C1=CSC(=C1)C2=NC3=CN=CN=C3N(C2=O)CC4=CC=C(C=C4)F,Active,36,True
47429,C1C[C@@]2(CCN(C2)C3=CC=C(C=C3)C4=CC=CC=C4)CNC1,Active,4,True
47430,COC(=O)N1CCC[C@]2(C1)CCN(C2)C3=CC=CC=N3,Active,4,True
47431,CC1=CN=C(C=N1)CNC2=NC(=NC=C2)C3=CC(=CC=C3)NS(=O)(=O)C,Active,4,True
47432,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)CC4=CC=C(C=C4)F,Active,4,True
47433,C1C(=NC(=O)N1/N=C\C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-],Active,4,True
47434,CC1=CN=C(C=N1)CNC2=NC=NC=C2C3=CN=CC=C3,Active,4,True
47435,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)OC,Active,4,True
47436,C[C@@H]([C@@H](C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,Active,4,True
47437,C[C@H]1[C@@H](CCN1CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3OC)NC)Cl,Active,4,True
47440,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=C(C=C3)F)OC4=CC(=CC=C4)Cl,Active,4,True
47441,C1C[C@H](C2=C(C3=CC=CC=C3N=C2C1)N)O,Active,4,True
47443,C1C[C@@]2(CCN(C2)CC3=CC=CC=C3)CN(C1)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,Active,4,True
47444,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)CCOC,Active,4,True
47445,CC1=NN(C(=C1)C(=O)N[C@H]([C@@H]2C[C@H]2C(=O)OC)C3=CC=CC=C3)C,Active,4,True
47446,CCCC1(C=C2C(C(=O)C(=C2CN1)C3=CC=CC=C3)C)C(=O)OC,Active,4,True
47447,C1CN(CCC12CN(C2)CC3=CC=NC=C3)C(=O)C4=CC=CO4,Active,4,True
47449,C1C[C@@]2(CCN(C2)C3=CC=CC=N3)CN(C1)C(=O)C4=CC(=CC=C4)F,Active,4,True
47450,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)C[C@H]4CCCO4,Active,4,True
47451,C1CCC2(C1)CC(=O)N(C(=O)C2)CCNC[C@H]3COC4=CC=CC=C4O3,Active,4,True
47452,CCCCCCCCCCCCC/C=C\[C@H]([C@H](CO)NC(=O)C)O,Active,4,True
47453,C1COCCN1CCNC2=NC=NC=C2C3=CC=CC=C3Cl,Active,4,True
47454,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CN(C5=CC=CC=C54)C)CCC#N,Active,4,True
47455,CN(C)C(=O)C1=CC=C(C=C1)C2=CC(=NC=N2)NCC3=CC=CS3,Active,4,True
47456,CNC1=NC(=NC=C1)C2=CC=CC=C2CN(C)C,Active,4,True
47457,C1CN(CCC12CCN(CC2)C(=O)C3=CSN=N3)C4=CC=CC(=C4)C5=CC=CC=C5,Active,4,True
47458,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=CS3)NC4=CC=CC=C4,Active,38,True
47459,COC1=CC=C(C=C1)NC(=O)N2CCCC3(C2)CCN(CC3)C(=O)OC4=CC=CC=C4,Active,4,True
47460,C1CN(CCC12CCN(CC2)C(=O)C3=NC=CN=C3)C4=CC=CC(=C4)C5=CC=CC=C5,Active,4,True
47461,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC(=C4)C#N)C[C@H]5CCCO5,Active,4,True
47462,C[C@H]([C@H]1C[C@]1(C)[C@@H](C2=CC=CC=C2)NC(=O)OC)C(=O)NC3=CC4=CC=CC=C4C=C3,Active,4,True
47464,CC1=C(C2=C(N1CC3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Active,4,True
47465,COC1=C(C(=CC(=C1)/C=C(\C#N)/C(=O)C2=CC(=C(C=C2)O)O)I)O,Active,4,True
47466,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)CC5=CC=C(C=C5)F,Active,4,True
47468,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC5=CC=CC=C5S4,Active,40,True
47469,CC1=CN=C(C=N1)CNC2=NC(=NC=C2)C3=CC=CC=C3CN(C)C,Active,4,True
47470,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)C5CC5)OC6=CC=C(C=C6)OC,Active,4,True
47471,CC(=O)OC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC(=O)C)OC)OC)OC,Active,4,True
47472,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)CCOC,Active,4,True
47473,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC=C4)N5CCNCC5,Active,4,True
47474,C1C[C@@]2(CCN(C2)CC3=NC=CS3)CN(C1)S(=O)(=O)C4=CC=CC=C4,Active,4,True
47475,C1CCN(CC1)CCOC(=O)C2=CNC3=CC=CC=C32,Active,4,True
47476,CN(C)C(=O)C1=CC=C(C=C1)C2=CN=CN=C2NCC3=C(C=C(C=C3)OC)OC,Active,4,True
47477,CN1CCN(CC1)C2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C(F)(F)F,Active,4,True
47478,CN(C)C(=O)C1=CC2=C(N1CCC3=CC(=C(C=C3)OC)Br)C[C@@H]4[C@H]2[C@](N(C4)C(=O)C5=CC=CC=C5)(CC6=CC=C(C=C6)OC)C(=O)OC,Active,4,True
47480,COC1=CC=CC(=C1)NC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)Cl)C5CC5,Active,4,True
47481,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)F)C4=CC=CC=C4,Active,4,True
47482,COC1=CC=C(C=C1)N2C3=NC=NC=C3N=C(C2=O)C4=CC=CS4,Active,4,True
47483,CC1=CC=CC=C1C2=CN=CN=C2NCC3=NC=C(N=C3)C,Active,4,True
47484,CCN1CCC[C@@H]1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,Active,4,True
47486,CN1CCN(CC1)[C@@H]2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC,Active,4,True
47488,C1CN(CCN1CC2=CNC3=C2C=CC=N3)C4=CC=C(C=C4)I,Active,4,True
47489,C1[C@H]([C@@H]1N)C2=CC=CC=C2,Active,4,True
47490,COC1=CC=CC(=C1)CN2C(=O)C=NC3=CN=C(N=C32)NC4=CC=CC=C4,Active,36,True
47491,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC(=CC(=C3)F)F)CC4=CC=CS4,Active,4,True
47492,C1C[C@@]2(CCN(C2)C3=NC=CC=N3)CN(C1)C(=O)C4=CC=CO4,Active,4,True
47494,COC1=C(C=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O,Active,40,True
47495,CC(=O)NCCNC1=NC=NC=C1C2=CC=CC=C2CN(C)C,Active,4,True
47496,CCCCN1CCC(CC1)COC(=O)C2=CC(=C(C3=C2OCCO3)N)Cl,Active,4,True
47497,CC[C@@H]1[C@H]2CCCCN3[C@@H]2[C@@H](C[C@H]3[C@@H]4C[C@@H](C(=O)O4)C)[C@@H]5[C@H]1OC(=O)[C@H]5C,Active,4,True
47498,CC(C)(C)OC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CS3)C,Active,4,True
47499,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CS3)OCC4=CC=CC=C4,Active,36,True
47500,C1=CC(=CC=C1CN2C(=O)C=NC3=CN=CN=C32)F,Active,4,True
47501,CC(=O)NCCNC1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3C(F)(F)F,Active,4,True
47502,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)C[C@H]5CCCO5,Active,4,True
47503,C1=CC(=C(C=C1/C=C(\C#N)/C(=O)N)O)O,Active,4,True
47504,CN(CCC1=CC(=C(C=C1)Cl)Cl)CCN2CCCCCC2,Active,4,True
47505,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)C5CC5,Active,4,True
47506,C[C@H]([C@@H]1C[C@@]1(C)[C@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3)C(=O)N[C@H](CC4=CC=CC=C4)CO,Active,4,True
47508,CS(=O)(=O)N1CCC2(CC1)CN(C2)C(=O)NC3=CC(=CC=C3)F,Active,4,True
47509,CC1=NC2=CN=C(N=C2N(C1=O)CCOC)OC3=CC=CC=C3,Active,4,True
47510,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,Active,4,True
47511,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)Cl)N4CCOCC4,Active,40,True
47512,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CC4=CC=CS4)N5CCNCC5,Active,4,True
47514,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)OC,Active,4,True
47515,CN1C=CC=C1C(=O)N2CCC3(CCN(CC3)C4=CC=CC=C4)CC2,Active,4,True
47516,CCCC[C@@H]1C[C@H]1C(C2=CC=CC=C2C(F)(F)F)NC(=O)C3=CC=CO3,Active,4,True
47517,COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O,Active,4,True
47519,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)CC4=CC(=CC=C4)OC,Active,4,True
47520,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)C4=CC=CC=N4,Active,4,True
47521,CCOC(=O)C1=C(NC(=C([C@H]1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,Active,4,True
47522,CCCN(C/C=C\I)[C@@H]1CCC2=C(C1)C=C(C=C2)O,Active,4,True
47523,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC(=C3)C#N)OC4=CC(=CC=C4)Cl,Active,4,True
47524,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=S,Active,4,True
47525,C1=CC=C(C=C1)C2=C(OC(=N2)C3=C(OC=N3)C4=CC(=CC=C4)OCC(=O)O)C5=CC=CC=C5,Active,4,True
47526,CN(C)C(=O)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)N4C=CN=C4,Active,4,True
47527,COC1=CC=C(C=C1)N2C(=O)C=NC3=CN=C(N=C32)OC4=CC=C(C=C4)OC,Active,4,True
47528,C1=CC=C(C=C1)CCC2=NC3=CN=C(N=C3N(C2=O)CCC#N)OCC4=CC=CC=C4,Active,4,True
47529,C1[C@H]([C@@H]1C(=O)NCCC2=CNC3=CC=CC=C32)[C@H](C4=CC=CC=C4)NP(=O)(C5=CC=CC=C5)C6=CC=CC=C6,Active,4,True
47530,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC=C4)C5CC5,Active,4,True
47532,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N,Active,4,True
47533,C1C[C@@H](OC1)CN2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)NC5=CC=CC=C5,Active,4,True
47534,C1CN(CCC12CCN(CC2)C(=O)C3=CC=NC=C3)C4=CC=CC(=C4)C5=CC=CC=C5,Active,4,True
47535,C1=COC(=C1)C2=NN3C(=NC(=NC3=N2)NCCC4=CC=C(C=C4)O)N,Active,4,True
47536,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)C4CC4)OC5=CC(=CC=C5)Cl,Active,39,True
47537,C1[C@H]([C@@H]1C(=O)NC2=CC3=CC=CC=C3C=C2)[C@H](C4=CC=CC=C4)NP(=O)(C5=CC=CC=C5)C6=CC=CC=C6,Active,4,True
47540,C1=CC2=C(C=CC=C2Cl)C(=C1)S(=O)(=O)NCCCCCCCCCCN,Active,4,True
47541,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)C5=CC=CC=C5,Active,4,True
47542,CC1=CC=CC=C1C2=CN=CN=C2NCCNC(=O)C,Active,4,True
47543,CCCC/C=C/C(C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)C(F)(F)F,Active,4,True
47544,CS(=O)(=O)O.C1=CC=C(C=C1)N=C(N)NC(=O)C2=C(N=C(C(=N2)Cl)N)N,Active,4,True
47546,CN1C=CC=C1C(=O)N2CCC3(CCN(CC3)C4=CC=CC(=C4)C5=CC=CC=C5)CC2,Active,4,True
47547,CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)OC)CC=C(C)C)O)C,Active,4,True
47548,CN(CCC1=CC(=C(C=C1)Cl)Cl)C[C@H](COC2=CC=C(C=C2)NS(=O)(=O)C)O,Active,4,True
47550,COCCNC1=NC(=NC=C1)C2=CC=CC=C2C(F)(F)F,Active,4,True
47551,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)OC4=CC(=CC=C4)Cl,Active,4,True
47552,CCN1C2=CC=CC=C2NC1=O,Active,4,True
47554,CN(C)CC1=CC=CC=C1C2=CC(=NC=N2)NCC3=CC=CC=C3OC,Active,4,True
47555,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=C(C=C3)F)OC4=CC=C(C=C4)OC,Active,4,True
47556,CN(C)C(=O)C1=CC=C(C=C1)C2=CC(=NC=N2)NCC3=CC=CC=C3,Active,4,True
47557,C1CCN(CC1)C(=O)C2=CC3=C(C=C2)OCCO3,Active,4,True
47558,C[C@@H]1CC[C@@]2([C@@H](C[C@H]([C@H](O2)[C@H](C)C(=O)C3=CC=CN3)C)C)O[C@@H]1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Active,4,True
47559,CN(C)CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCCC4=CNC5=C4C=C(C=C5)OC,Active,4,True
47560,C1C[C@@]2(CCN(C2)C(=O)NC3=CC(=CC=C3)F)CN(C1)S(=O)(=O)C4=CC=CC=C4,Active,4,True
